,x,y,z,idx
17961,53.0,67.333336,70.0,40
17962,54.333332,67.0,70.0,40
17963,54.0,67.333336,70.0,40
17964,60.0,67.0,70.666664,40
17965,61.666668,67.0,70.0,40
17966,61.0,67.0,70.666664,40
17967,52.333332,68.0,70.0,40
17968,52.0,68.333336,70.0,40
17969,53.0,68.0,70.666664,40
17970,60.0,68.0,70.666664,40
17971,61.666668,68.0,70.0,40
17972,61.0,68.666664,70.0,40
17973,61.0,68.0,70.666664,40
17974,51.333332,69.0,70.0,40
17975,51.0,69.333336,70.0,40
17976,52.0,69.0,70.666664,40
17977,60.666668,69.0,70.0,40
17978,60.0,69.666664,70.0,40
17979,60.0,69.0,70.666664,40
17980,50.333332,70.0,70.0,40
17981,51.0,70.0,70.666664,40
17982,59.666668,70.0,70.0,40
17983,59.0,70.0,70.666664,40
17984,50.333332,71.0,70.0,40
17985,51.0,71.0,70.666664,40
17986,58.0,71.0,70.666664,40
17987,59.666668,71.0,70.0,40
17988,59.0,71.666664,70.0,40
17989,59.0,71.0,70.666664,40
17990,50.333332,72.0,70.0,40
17991,50.0,72.333336,70.0,40
17992,57.0,72.0,70.666664,40
17993,58.666668,72.0,70.0,40
17994,58.0,72.0,70.666664,40
17995,49.333332,73.0,70.0,40
17996,49.0,73.333336,70.0,40
17997,57.0,73.0,70.666664,40
17998,58.666668,73.0,70.0,40
17999,58.0,73.666664,70.0,40
18000,58.0,73.0,70.666664,40
18001,48.333332,74.0,70.0,40
18002,49.0,74.0,70.666664,40
18003,56.0,74.0,70.666664,40
18004,57.666668,74.0,70.0,40
18005,57.0,74.666664,70.0,40
18006,57.0,74.0,70.666664,40
18007,48.333332,75.0,70.0,40
18008,55.0,75.0,70.666664,40
18009,56.666668,75.0,70.0,40
18010,56.0,75.666664,70.0,40
18011,56.0,75.0,70.666664,40
18012,48.333332,76.0,70.0,40
18013,48.0,76.333336,70.0,40
18014,54.0,76.0,70.666664,40
18015,55.666668,76.0,70.0,40
18016,55.0,76.666664,70.0,40
18017,55.0,76.0,70.666664,40
18018,47.333332,77.0,70.0,40
18019,47.0,77.333336,70.0,40
18020,53.0,77.0,70.666664,40
18021,54.666668,77.0,70.0,40
18022,54.0,77.666664,70.0,40
18023,54.0,77.0,70.666664,40
18024,46.333332,78.0,70.0,40
18025,47.0,78.0,70.666664,40
18026,51.0,78.0,70.666664,40
18027,52.0,78.666664,70.0,40
18028,52.0,78.0,70.666664,40
18029,53.666668,78.0,70.0,40
18030,53.0,78.666664,70.0,40
18031,53.0,78.0,70.666664,40
18032,45.0,79.333336,70.0,40
18033,46.333332,79.0,70.0,40
18034,46.0,79.333336,70.0,40
18035,49.0,79.0,70.666664,40
18036,50.0,79.0,70.666664,40
18037,51.666668,79.0,70.0,40
18038,51.0,79.666664,70.0,40
18039,51.0,79.0,70.666664,40
18040,44.333332,80.0,70.0,40
18041,45.0,80.666664,70.0,40
18042,45.0,80.0,70.666664,40
18043,47.0,80.0,70.666664,40
18044,48.0,80.0,70.666664,40
18045,49.0,80.666664,70.0,40
18046,49.0,80.0,70.666664,40
18047,50.666668,80.0,70.0,40
18048,50.0,80.666664,70.0,40
18049,50.0,80.0,70.666664,40
18050,45.333332,81.0,70.0,40
18051,46.0,81.666664,70.0,40
18052,46.0,81.0,70.666664,40
18053,47.0,81.666664,70.0,40
18054,47.0,81.0,70.666664,40
18055,48.666668,81.0,70.0,40
18056,48.0,81.666664,70.0,40
18057,48.0,81.0,70.666664,40
18058,55.0,66.333336,71.0,40
18059,56.0,66.333336,71.0,40
18060,57.0,66.333336,71.0,40
18061,58.0,66.333336,71.0,40
18062,59.0,66.333336,71.0,40
18063,54.333332,67.0,71.0,40
18064,54.0,67.333336,71.0,40
18065,55.0,67.0,71.666664,40
18066,56.0,67.0,71.666664,40
18067,57.0,67.0,71.666664,40
18068,58.0,67.0,71.666664,40
18069,59.666668,67.0,71.0,40
18070,59.0,67.0,71.666664,40
18071,53.333332,68.0,71.0,40
18072,53.0,68.333336,71.0,40
18073,54.0,68.0,71.666664,40
18074,55.0,68.0,71.666664,40
18075,57.0,68.0,71.666664,40
18076,58.0,68.0,71.666664,40
18077,59.666668,68.0,71.0,40
18078,59.0,68.0,71.666664,40
18079,52.333332,69.0,71.0,40
18080,52.0,69.333336,71.0,40
18081,53.0,69.0,71.666664,40
18082,54.0,69.0,71.666664,40
18083,57.0,69.0,71.666664,40
18084,58.0,69.0,71.666664,40
18085,59.666668,69.0,71.0,40
18086,59.0,69.666664,71.0,40
18087,59.0,69.0,71.666664,40
18088,51.333332,70.0,71.0,40
18089,52.0,70.0,71.666664,40
18090,53.0,70.0,71.666664,40
18091,56.0,70.0,71.666664,40
18092,57.0,70.0,71.666664,40
18093,58.666668,70.0,71.0,40
18094,58.0,70.666664,71.0,40
18095,58.0,70.0,71.666664,40
18096,51.333332,71.0,71.0,40
18097,51.0,71.333336,71.0,40
18098,56.0,71.0,71.666664,40
18099,57.666668,71.0,71.0,40
18100,57.0,71.666664,71.0,40
18101,57.0,71.0,71.666664,40
18102,50.333332,72.0,71.0,40
18103,50.0,72.333336,71.0,40
18104,55.0,72.0,71.666664,40
18105,56.666668,72.0,71.0,40
18106,56.0,72.0,71.666664,40
18107,49.333332,73.0,71.0,40
18108,50.0,73.0,71.666664,40
18109,55.0,73.0,71.666664,40
18110,56.666668,73.0,71.0,40
18111,56.0,73.666664,71.0,40
18112,56.0,73.0,71.666664,40
18113,49.333332,74.0,71.0,40
18114,49.0,74.333336,71.0,40
18115,53.0,74.0,71.666664,40
18116,54.0,74.0,71.666664,40
18117,55.666668,74.0,71.0,40
18118,55.0,74.666664,71.0,40
18119,55.0,74.0,71.666664,40
18120,48.333332,75.0,71.0,40
18121,49.0,75.0,71.666664,40
18122,52.0,75.0,71.666664,40
18123,53.0,75.0,71.666664,40
18124,54.666668,75.0,71.0,40
18125,54.0,75.666664,71.0,40
18126,54.0,75.0,71.666664,40
18127,48.333332,76.0,71.0,40
18128,48.0,76.333336,71.0,40
18129,49.0,76.0,71.666664,40
18130,50.0,76.0,71.666664,40
18131,51.0,76.0,71.666664,40
18132,52.0,76.0,71.666664,40
18133,53.666668,76.0,71.0,40
18134,53.0,76.666664,71.0,40
18135,53.0,76.0,71.666664,40
18136,47.333332,77.0,71.0,40
18137,48.0,77.0,71.666664,40
18138,49.0,77.0,71.666664,40
18139,50.0,77.0,71.666664,40
18140,51.0,77.666664,71.0,40
18141,51.0,77.0,71.666664,40
18142,52.666668,77.0,71.0,40
18143,52.0,77.666664,71.0,40
18144,52.0,77.0,71.666664,40
18145,47.333332,78.0,71.0,40
18146,47.0,78.333336,71.0,40
18147,48.0,78.0,71.666664,40
18148,49.0,78.666664,71.0,40
18149,49.0,78.0,71.666664,40
18150,50.666668,78.0,71.0,40
18151,50.0,78.666664,71.0,40
18152,50.0,78.0,71.666664,40
18153,46.333332,79.0,71.0,40
18154,46.0,79.333336,71.0,40
18155,47.0,79.666664,71.0,40
18156,47.0,79.0,71.666664,40
18157,48.666668,79.0,71.0,40
18158,48.0,79.666664,71.0,40
18159,48.0,79.0,71.666664,40
18160,45.333332,80.0,71.0,40
18161,46.666668,80.0,71.0,40
18162,46.0,80.666664,71.0,40
18163,46.0,80.0,71.666664,40
18164,56.0,67.333336,72.0,40
18165,55.333332,68.0,72.0,40
18166,55.0,68.333336,72.0,40
18167,56.666668,68.0,72.0,40
18168,56.0,68.0,72.666664,40
18169,54.333332,69.0,72.0,40
18170,54.0,69.333336,72.0,40
18171,55.0,69.0,72.666664,40
18172,56.666668,69.0,72.0,40
18173,56.0,69.666664,72.0,40
18174,56.0,69.0,72.666664,40
18175,52.0,70.333336,72.0,40
18176,53.333332,70.0,72.0,40
18177,53.0,70.333336,72.0,40
18178,54.0,70.0,72.666664,40
18179,55.666668,70.0,72.0,40
18180,55.0,70.0,72.666664,40
18181,51.333332,71.0,72.0,40
18182,51.0,71.333336,72.0,40
18183,52.0,71.0,72.666664,40
18184,53.0,71.0,72.666664,40
18185,54.0,71.0,72.666664,40
18186,55.666668,71.0,72.0,40
18187,55.0,71.666664,72.0,40
18188,55.0,71.0,72.666664,40
18189,50.333332,72.0,72.0,40
18190,51.0,72.0,72.666664,40
18191,52.0,72.0,72.666664,40
18192,53.0,72.0,72.666664,40
18193,54.666668,72.0,72.0,40
18194,54.0,72.0,72.666664,40
18195,50.333332,73.0,72.0,40
18196,50.0,73.333336,72.0,40
18197,51.0,73.0,72.666664,40
18198,52.0,73.0,72.666664,40
18199,53.0,73.666664,72.0,40
18200,53.0,73.0,72.666664,40
18201,54.666668,73.0,72.0,40
18202,54.0,73.666664,72.0,40
18203,54.0,73.0,72.666664,40
18204,49.333332,74.0,72.0,40
18205,50.0,74.0,72.666664,40
18206,51.0,74.0,72.666664,40
18207,52.666668,74.0,72.0,40
18208,52.0,74.666664,72.0,40
18209,52.0,74.0,72.666664,40
18210,49.333332,75.0,72.0,40
18211,50.0,75.666664,72.0,40
18212,50.0,75.0,72.666664,40
18213,51.666668,75.0,72.0,40
18214,51.0,75.666664,72.0,40
18215,51.0,75.0,72.666664,40
18216,52.0,73.0,16.333334,41
18217,53.0,73.0,16.333334,41
18218,52.0,74.0,16.333334,41
18219,53.0,74.0,16.333334,41
18220,51.0,75.0,16.333334,41
18221,52.0,75.0,16.333334,41
18222,56.0,68.0,17.333334,41
18223,57.0,68.0,17.333334,41
18224,58.0,68.0,17.333334,41
18225,56.0,69.0,17.333334,41
18226,57.0,69.0,17.333334,41
18227,58.0,69.0,17.333334,41
18228,56.0,70.0,17.333334,41
18229,57.0,70.0,17.333334,41
18230,58.0,70.0,17.333334,41
18231,53.0,71.0,17.333334,41
18232,54.0,71.0,17.333334,41
18233,55.0,71.0,17.333334,41
18234,56.0,71.0,17.333334,41
18235,57.0,71.0,17.333334,41
18236,52.0,72.333336,17.0,41
18237,52.0,72.0,17.333334,41
18238,53.0,72.333336,17.0,41
18239,53.0,72.0,17.333334,41
18240,54.0,72.0,17.333334,41
18241,55.0,72.0,17.333334,41
18242,56.0,72.0,17.333334,41
18243,51.333332,73.0,17.0,41
18244,51.0,73.0,17.333334,41
18245,53.666668,73.0,17.0,41
18246,54.0,73.0,17.333334,41
18247,55.0,73.0,17.333334,41
18248,56.0,73.0,17.333334,41
18249,51.333332,74.0,17.0,41
18250,51.0,74.333336,17.0,41
18251,51.0,74.0,17.333334,41
18252,53.666668,74.0,17.0,41
18253,53.0,74.666664,17.0,41
18254,54.0,74.0,17.333334,41
18255,55.0,74.0,17.333334,41
18256,50.333332,75.0,17.0,41
18257,50.0,75.0,17.333334,41
18258,51.0,75.666664,17.0,41
18259,52.666668,75.0,17.0,41
18260,52.0,75.666664,17.0,41
18261,53.0,75.0,17.333334,41
18262,54.0,75.0,17.333334,41
18263,49.0,76.0,17.333334,41
18264,50.0,76.0,17.333334,41
18265,51.0,76.0,17.333334,41
18266,52.0,76.0,17.333334,41
18267,53.0,76.0,17.333334,41
18268,49.0,77.0,17.333334,41
18269,50.0,77.0,17.333334,41
18270,51.0,77.0,17.333334,41
18271,52.0,77.0,17.333334,41
18272,48.0,78.0,17.333334,41
18273,49.0,78.0,17.333334,41
18274,50.0,78.0,17.333334,41
18275,51.0,78.0,17.333334,41
18276,48.0,79.0,17.333334,41
18277,49.0,79.0,17.333334,41
18278,50.0,79.0,17.333334,41
18279,56.0,67.333336,18.0,41
18280,57.0,67.333336,18.0,41
18281,57.0,67.0,18.333334,41
18282,58.0,67.333336,18.0,41
18283,58.0,67.0,18.333334,41
18284,59.0,67.0,18.333334,41
18285,60.0,67.0,18.333334,41
18286,55.333332,68.0,18.0,41
18287,58.666668,68.0,18.0,41
18288,59.0,68.0,18.333334,41
18289,60.0,68.0,18.333334,41
18290,55.333332,69.0,18.0,41
18291,55.0,69.0,18.333334,41
18292,58.666668,69.0,18.0,41
18293,59.0,69.0,18.333334,41
18294,60.0,69.0,18.333334,41
18295,53.0,70.333336,18.0,41
18296,54.0,70.333336,18.0,41
18297,54.0,70.0,18.333334,41
18298,55.333332,70.0,18.0,41
18299,55.0,70.333336,18.0,41
18300,55.0,70.0,18.333334,41
18301,58.666668,70.0,18.0,41
18302,58.0,70.666664,18.0,41
18303,59.0,70.0,18.333334,41
18304,60.0,70.0,18.333334,41
18305,52.333332,71.0,18.0,41
18306,52.0,71.333336,18.0,41
18307,57.666668,71.0,18.0,41
18308,57.0,71.666664,18.0,41
18309,58.0,71.0,18.333334,41
18310,59.0,71.0,18.333334,41
18311,51.333332,72.0,18.0,41
18312,51.0,72.333336,18.0,41
18313,56.666668,72.0,18.0,41
18314,57.0,72.0,18.333334,41
18315,58.0,72.0,18.333334,41
18316,50.333332,73.0,18.0,41
18317,56.666668,73.0,18.0,41
18318,56.0,73.666664,18.0,41
18319,57.0,73.0,18.333334,41
18320,58.0,73.0,18.333334,41
18321,50.333332,74.0,18.0,41
18322,50.0,74.333336,18.0,41
18323,50.0,74.0,18.333334,41
18324,55.666668,74.0,18.0,41
18325,55.0,74.666664,18.0,41
18326,56.0,74.0,18.333334,41
18327,57.0,74.0,18.333334,41
18328,49.333332,75.0,18.0,41
18329,49.0,75.333336,18.0,41
18330,49.0,75.0,18.333334,41
18331,54.666668,75.0,18.0,41
18332,54.0,75.666664,18.0,41
18333,55.0,75.0,18.333334,41
18334,56.0,75.0,18.333334,41
18335,48.333332,76.0,18.0,41
18336,48.0,76.0,18.333334,41
18337,53.666668,76.0,18.0,41
18338,53.0,76.666664,18.0,41
18339,54.0,76.0,18.333334,41
18340,55.0,76.0,18.333334,41
18341,48.333332,77.0,18.0,41
18342,48.0,77.333336,18.0,41
18343,48.0,77.0,18.333334,41
18344,52.666668,77.0,18.0,41
18345,52.0,77.666664,18.0,41
18346,53.0,77.0,18.333334,41
18347,54.0,77.0,18.333334,41
18348,47.333332,78.0,18.0,41
18349,47.0,78.0,18.333334,41
18350,51.666668,78.0,18.0,41
18351,51.0,78.666664,18.0,41
18352,52.0,78.0,18.333334,41
18353,53.0,78.0,18.333334,41
18354,47.333332,79.0,18.0,41
18355,47.0,79.0,18.333334,41
18356,48.0,79.666664,18.0,41
18357,49.0,79.666664,18.0,41
18358,50.666668,79.0,18.0,41
18359,50.0,79.666664,18.0,41
18360,51.0,79.0,18.333334,41
18361,52.0,79.0,18.333334,41
18362,47.0,80.0,18.333334,41
18363,48.0,80.0,18.333334,41
18364,49.0,80.0,18.333334,41
18365,50.0,80.0,18.333334,41
18366,57.0,66.333336,19.0,41
18367,58.0,66.333336,19.0,41
18368,59.0,66.333336,19.0,41
18369,60.0,66.333336,19.0,41
18370,60.0,66.0,19.333334,41
18371,61.0,66.0,19.333334,41
18372,62.0,66.0,19.333334,41
18373,56.333332,67.0,19.0,41
18374,56.0,67.333336,19.0,41
18375,56.0,67.0,19.333334,41
18376,60.666668,67.0,19.0,41
18377,61.0,67.0,19.333334,41
18378,62.0,67.0,19.333334,41
18379,55.333332,68.0,19.0,41
18380,55.0,68.333336,19.0,41
18381,55.0,68.0,19.333334,41
18382,60.666668,68.0,19.0,41
18383,61.0,68.0,19.333334,41
18384,62.0,68.0,19.333334,41
18385,53.0,69.0,19.333334,41
18386,54.333332,69.0,19.0,41
18387,54.0,69.333336,19.0,41
18388,54.0,69.0,19.333334,41
18389,60.666668,69.0,19.0,41
18390,61.0,69.0,19.333334,41
18391,53.333332,70.0,19.0,41
18392,53.0,70.333336,19.0,41
18393,53.0,70.0,19.333334,41
18394,60.666668,70.0,19.0,41
18395,60.0,70.666664,19.0,41
18396,61.0,70.0,19.333334,41
18397,52.333332,71.0,19.0,41
18398,52.0,71.333336,19.0,41
18399,52.0,71.0,19.333334,41
18400,59.666668,71.0,19.0,41
18401,59.0,71.666664,19.0,41
18402,60.0,71.0,19.333334,41
18403,51.333332,72.0,19.0,41
18404,51.0,72.333336,19.0,41
18405,51.0,72.0,19.333334,41
18406,58.666668,72.0,19.0,41
18407,59.0,72.0,19.333334,41
18408,60.0,72.0,19.333334,41
18409,50.333332,73.0,19.0,41
18410,50.0,73.333336,19.0,41
18411,50.0,73.0,19.333334,41
18412,58.666668,73.0,19.0,41
18413,58.0,73.666664,19.0,41
18414,59.0,73.0,19.333334,41
18415,49.333332,74.0,19.0,41
18416,49.0,74.333336,19.0,41
18417,57.666668,74.0,19.0,41
18418,57.0,74.666664,19.0,41
18419,58.0,74.0,19.333334,41
18420,48.333332,75.0,19.0,41
18421,48.0,75.333336,19.0,41
18422,56.666668,75.0,19.0,41
18423,56.0,75.666664,19.0,41
18424,57.0,75.0,19.333334,41
18425,47.333332,76.0,19.0,41
18426,55.666668,76.0,19.0,41
18427,55.0,76.666664,19.0,41
18428,56.0,76.0,19.333334,41
18429,57.0,76.0,19.333334,41
18430,47.333332,77.0,19.0,41
18431,47.0,77.333336,19.0,41
18432,47.0,77.0,19.333334,41
18433,54.666668,77.0,19.0,41
18434,54.0,77.666664,19.0,41
18435,55.0,77.0,19.333334,41
18436,56.0,77.0,19.333334,41
18437,46.333332,78.0,19.0,41
18438,53.666668,78.0,19.0,41
18439,53.0,78.666664,19.0,41
18440,54.0,78.0,19.333334,41
18441,55.0,78.0,19.333334,41
18442,46.333332,79.0,19.0,41
18443,46.0,79.0,19.333334,41
18444,51.0,79.666664,19.0,41
18445,52.666668,79.0,19.0,41
18446,52.0,79.666664,19.0,41
18447,53.0,79.0,19.333334,41
18448,46.333332,80.0,19.0,41
18449,46.0,80.0,19.333334,41
18450,47.0,80.666664,19.0,41
18451,48.0,80.666664,19.0,41
18452,49.0,80.666664,19.0,41
18453,50.666668,80.0,19.0,41
18454,50.0,80.666664,19.0,41
18455,51.0,80.0,19.333334,41
18456,52.0,80.0,19.333334,41
18457,60.0,65.333336,20.0,41
18458,61.0,65.333336,20.0,41
18459,62.0,65.333336,20.0,41
18460,63.0,65.0,20.333334,41
18461,56.0,66.333336,20.0,41
18462,56.0,66.0,20.333334,41
18463,57.0,66.333336,20.0,41
18464,57.0,66.0,20.333334,41
18465,58.0,66.333336,20.0,41
18466,58.0,66.0,20.333334,41
18467,59.333332,66.0,20.0,41
18468,59.0,66.333336,20.0,41
18469,59.0,66.0,20.333334,41
18470,62.666668,66.0,20.0,41
18471,63.0,66.0,20.333334,41
18472,55.333332,67.0,20.0,41
18473,55.0,67.333336,20.0,41
18474,55.0,67.0,20.333334,41
18475,62.666668,67.0,20.0,41
18476,63.0,67.0,20.333334,41
18477,53.0,68.333336,20.0,41
18478,54.333332,68.0,20.0,41
18479,54.0,68.333336,20.0,41
18480,54.0,68.0,20.333334,41
18481,62.666668,68.0,20.0,41
18482,62.0,68.666664,20.0,41
18483,63.0,68.0,20.333334,41
18484,52.333332,69.0,20.0,41
18485,61.666668,69.0,20.0,41
18486,62.0,69.0,20.333334,41
18487,52.333332,70.0,20.0,41
18488,52.0,70.333336,20.0,41
18489,52.0,70.0,20.333334,41
18490,61.666668,70.0,20.0,41
18491,61.0,70.666664,20.0,41
18492,62.0,70.0,20.333334,41
18493,51.333332,71.0,20.0,41
18494,51.0,71.333336,20.0,41
18495,60.666668,71.0,20.0,41
18496,61.0,71.0,20.333334,41
18497,50.333332,72.0,20.0,41
18498,50.0,72.333336,20.0,41
18499,60.666668,72.0,20.0,41
18500,60.0,72.666664,20.0,41
18501,61.0,72.0,20.333334,41
18502,49.333332,73.0,20.0,41
18503,59.666668,73.0,20.0,41
18504,59.0,73.666664,20.0,41
18505,60.0,73.0,20.333334,41
18506,49.333332,74.0,20.0,41
18507,49.0,74.333336,20.0,41
18508,49.0,74.0,20.333334,41
18509,58.666668,74.0,20.0,41
18510,58.0,74.666664,20.0,41
18511,59.0,74.0,20.333334,41
18512,48.333332,75.0,20.0,41
18513,48.0,75.333336,20.0,41
18514,48.0,75.0,20.333334,41
18515,57.666668,75.0,20.0,41
18516,58.0,75.0,20.333334,41
18517,59.0,75.0,20.333334,41
18518,47.333332,76.0,20.0,41
18519,47.0,76.333336,20.0,41
18520,57.666668,76.0,20.0,41
18521,57.0,76.666664,20.0,41
18522,58.0,76.0,20.333334,41
18523,46.333332,77.0,20.0,41
18524,56.666668,77.0,20.0,41
18525,56.0,77.666664,20.0,41
18526,57.0,77.0,20.333334,41
18527,46.333332,78.0,20.0,41
18528,46.0,78.333336,20.0,41
18529,46.0,78.0,20.333334,41
18530,54.0,78.666664,20.0,41
18531,55.666668,78.0,20.0,41
18532,55.0,78.666664,20.0,41
18533,56.0,78.0,20.333334,41
18534,45.333332,79.0,20.0,41
18535,53.666668,79.0,20.0,41
18536,53.0,79.666664,20.0,41
18537,54.0,79.0,20.333334,41
18538,55.0,79.0,20.333334,41
18539,45.333332,80.0,20.0,41
18540,46.0,80.666664,20.0,41
18541,47.0,80.666664,20.0,41
18542,48.0,80.666664,20.0,41
18543,49.0,80.666664,20.0,41
18544,50.0,80.666664,20.0,41
18545,51.0,80.666664,20.0,41
18546,52.666668,80.0,20.0,41
18547,52.0,80.666664,20.0,41
18548,53.0,80.0,20.333334,41
18549,63.0,64.333336,21.0,41
18550,63.0,64.0,21.333334,41
18551,64.0,64.0,21.333334,41
18552,56.0,65.333336,21.0,41
18553,57.0,65.333336,21.0,41
18554,58.0,65.333336,21.0,41
18555,59.0,65.333336,21.0,41
18556,60.0,65.333336,21.0,41
18557,61.0,65.333336,21.0,41
18558,61.0,65.0,21.333334,41
18559,62.333332,65.0,21.0,41
18560,62.0,65.333336,21.0,41
18561,62.0,65.0,21.333334,41
18562,63.666668,65.0,21.0,41
18563,64.0,65.0,21.333334,41
18564,55.333332,66.0,21.0,41
18565,55.0,66.333336,21.0,41
18566,63.666668,66.0,21.0,41
18567,64.0,66.0,21.333334,41
18568,54.333332,67.0,21.0,41
18569,54.0,67.333336,21.0,41
18570,63.666668,67.0,21.0,41
18571,64.0,67.0,21.333334,41
18572,53.333332,68.0,21.0,41
18573,53.0,68.333336,21.0,41
18574,63.666668,68.0,21.0,41
18575,63.0,68.666664,21.0,41
18576,64.0,68.0,21.333334,41
18577,52.333332,69.0,21.0,41
18578,52.0,69.333336,21.0,41
18579,52.0,69.0,21.333334,41
18580,62.666668,69.0,21.0,41
18581,63.0,69.0,21.333334,41
18582,51.333332,70.0,21.0,41
18583,51.0,70.0,21.333334,41
18584,62.666668,70.0,21.0,41
18585,62.0,70.666664,21.0,41
18586,63.0,70.0,21.333334,41
18587,51.333332,71.0,21.0,41
18588,51.0,71.333336,21.0,41
18589,51.0,71.0,21.333334,41
18590,61.666668,71.0,21.0,41
18591,62.0,71.0,21.333334,41
18592,50.333332,72.0,21.0,41
18593,50.0,72.333336,21.0,41
18594,50.0,72.0,21.333334,41
18595,61.666668,72.0,21.0,41
18596,61.0,72.666664,21.0,41
18597,62.0,72.0,21.333334,41
18598,49.333332,73.0,21.0,41
18599,49.0,73.333336,21.0,41
18600,49.0,73.0,21.333334,41
18601,60.666668,73.0,21.0,41
18602,60.0,73.666664,21.0,41
18603,61.0,73.0,21.333334,41
18604,48.333332,74.0,21.0,41
18605,48.0,74.333336,21.0,41
18606,59.666668,74.0,21.0,41
18607,60.0,74.0,21.333334,41
18608,47.333332,75.0,21.0,41
18609,59.666668,75.0,21.0,41
18610,59.0,75.666664,21.0,41
18611,60.0,75.0,21.333334,41
18612,47.333332,76.0,21.0,41
18613,47.0,76.333336,21.0,41
18614,47.0,76.0,21.333334,41
18615,58.666668,76.0,21.0,41
18616,58.0,76.666664,21.0,41
18617,59.0,76.0,21.333334,41
18618,46.333332,77.0,21.0,41
18619,46.0,77.333336,21.0,41
18620,57.666668,77.0,21.0,41
18621,57.0,77.666664,21.0,41
18622,58.0,77.0,21.333334,41
18623,45.333332,78.0,21.0,41
18624,56.666668,78.0,21.0,41
18625,56.0,78.666664,21.0,41
18626,57.0,78.0,21.333334,41
18627,45.333332,79.0,21.0,41
18628,54.0,79.666664,21.0,41
18629,55.666668,79.0,21.0,41
18630,55.0,79.666664,21.0,41
18631,56.0,79.0,21.333334,41
18632,45.333332,80.0,21.0,41
18633,45.0,80.0,21.333334,41
18634,46.0,80.666664,21.0,41
18635,47.0,80.666664,21.0,41
18636,48.0,80.666664,21.0,41
18637,49.0,80.666664,21.0,41
18638,50.0,80.666664,21.0,41
18639,51.0,80.666664,21.0,41
18640,52.0,80.666664,21.0,41
18641,53.666668,80.0,21.0,41
18642,53.0,80.666664,21.0,41
18643,54.0,80.0,21.333334,41
18644,55.0,80.0,21.333334,41
18645,63.0,63.333332,22.0,41
18646,64.0,63.333332,22.0,41
18647,61.0,64.333336,22.0,41
18648,61.0,64.0,22.333334,41
18649,62.333332,64.0,22.0,41
18650,62.0,64.333336,22.0,41
18651,62.0,64.0,22.333334,41
18652,64.666664,64.0,22.0,41
18653,65.0,64.0,22.333334,41
18654,66.0,64.0,22.333334,41
18655,56.0,65.333336,22.0,41
18656,57.0,65.333336,22.0,41
18657,58.0,65.333336,22.0,41
18658,59.0,65.333336,22.0,41
18659,59.0,65.0,22.333334,41
18660,60.333332,65.0,22.0,41
18661,60.0,65.333336,22.0,41
18662,60.0,65.0,22.333334,41
18663,64.666664,65.0,22.0,41
18664,65.0,65.0,22.333334,41
18665,66.0,65.0,22.333334,41
18666,54.0,66.0,22.333334,41
18667,55.333332,66.0,22.0,41
18668,55.0,66.333336,22.0,41
18669,55.0,66.0,22.333334,41
18670,64.666664,66.0,22.0,41
18671,65.0,66.0,22.333334,41
18672,54.333332,67.0,22.0,41
18673,54.0,67.333336,22.0,41
18674,54.0,67.0,22.333334,41
18675,64.666664,67.0,22.0,41
18676,65.0,67.0,22.333334,41
18677,52.0,68.333336,22.0,41
18678,53.333332,68.0,22.0,41
18679,53.0,68.333336,22.0,41
18680,53.0,68.0,22.333334,41
18681,64.666664,68.0,22.0,41
18682,64.0,68.666664,22.0,41
18683,51.333332,69.0,22.0,41
18684,51.0,69.333336,22.0,41
18685,63.666668,69.0,22.0,41
18686,64.0,69.0,22.333334,41
18687,50.333332,70.0,22.0,41
18688,63.666668,70.0,22.0,41
18689,63.0,70.666664,22.0,41
18690,64.0,70.0,22.333334,41
18691,50.333332,71.0,22.0,41
18692,50.0,71.333336,22.0,41
18693,62.666668,71.0,22.0,41
18694,63.0,71.0,22.333334,41
18695,49.333332,72.0,22.0,41
18696,49.0,72.333336,22.0,41
18697,62.666668,72.0,22.0,41
18698,62.0,72.666664,22.0,41
18699,63.0,72.0,22.333334,41
18700,48.333332,73.0,22.0,41
18701,61.666668,73.0,22.0,41
18702,61.0,73.666664,22.0,41
18703,62.0,73.0,22.333334,41
18704,48.333332,74.0,22.0,41
18705,48.0,74.333336,22.0,41
18706,48.0,74.0,22.333334,41
18707,60.666668,74.0,22.0,41
18708,61.0,74.0,22.333334,41
18709,47.333332,75.0,22.0,41
18710,47.0,75.333336,22.0,41
18711,60.666668,75.0,22.0,41
18712,60.0,75.666664,22.0,41
18713,61.0,75.0,22.333334,41
18714,46.333332,76.0,22.0,41
18715,59.666668,76.0,22.0,41
18716,59.0,76.666664,22.0,41
18717,60.0,76.0,22.333334,41
18718,46.333332,77.0,22.0,41
18719,46.0,77.333336,22.0,41
18720,58.666668,77.0,22.0,41
18721,58.0,77.666664,22.0,41
18722,59.0,77.0,22.333334,41
18723,45.333332,78.0,22.0,41
18724,57.666668,78.0,22.0,41
18725,57.0,78.666664,22.0,41
18726,58.0,78.0,22.333334,41
18727,45.333332,79.0,22.0,41
18728,45.0,79.333336,22.0,41
18729,45.0,79.0,22.333334,41
18730,56.666668,79.0,22.0,41
18731,56.0,79.666664,22.0,41
18732,57.0,79.0,22.333334,41
18733,44.333332,80.0,22.0,41
18734,45.0,80.666664,22.0,41
18735,46.0,80.666664,22.0,41
18736,47.0,80.666664,22.0,41
18737,48.0,80.666664,22.0,41
