,x,y,z,idx
568,49.0,91.333336,48.0,10
569,50.0,91.333336,48.0,10
570,51.0,91.333336,48.0,10
571,51.0,91.0,48.333332,10
572,52.333332,91.0,48.0,10
573,52.0,91.333336,48.0,10
574,52.0,91.0,48.333332,10
575,57.666668,91.0,48.0,10
576,57.0,91.666664,48.0,10
577,21.333334,92.0,48.0,10
578,22.0,92.666664,48.0,10
579,22.0,92.0,48.666668,10
580,55.0,92.666664,48.0,10
581,56.666668,92.0,48.0,10
582,56.0,92.666664,48.0,10
583,22.333334,93.0,48.0,10
584,23.0,93.666664,48.0,10
585,54.666668,93.0,48.0,10
586,54.0,93.666664,48.0,10
587,55.0,93.0,48.333332,10
588,23.333334,94.0,48.0,10
589,24.0,94.666664,48.0,10
590,52.0,94.666664,48.0,10
591,53.666668,94.0,48.0,10
592,53.0,94.666664,48.0,10
593,24.333334,95.0,48.0,10
594,25.0,95.666664,48.0,10
595,51.666668,95.0,48.0,10
596,51.0,95.666664,48.0,10
597,52.0,95.0,48.333332,10
598,25.333334,96.0,48.0,10
599,26.0,96.666664,48.0,10
600,49.0,96.666664,48.0,10
601,50.666668,96.0,48.0,10
602,50.0,96.666664,48.0,10
603,26.333334,97.0,48.0,10
604,27.0,97.666664,48.0,10
605,28.0,97.666664,48.0,10
606,47.0,97.666664,48.0,10
607,48.666668,97.0,48.0,10
608,48.0,97.666664,48.0,10
609,28.333334,98.0,48.0,10
610,29.0,98.666664,48.0,10
611,30.0,98.666664,48.0,10
612,43.0,98.666664,48.0,10
613,44.0,98.666664,48.0,10
614,45.0,98.666664,48.0,10
615,46.666668,98.0,48.0,10
616,46.0,98.666664,48.0,10
617,30.333334,99.0,48.0,10
618,31.0,99.666664,48.0,10
619,32.0,99.666664,48.0,10
620,33.0,99.666664,48.0,10
621,34.0,99.666664,48.0,10
622,35.0,99.666664,48.0,10
623,39.0,99.666664,48.0,10
624,40.0,99.666664,48.0,10
625,41.0,99.666664,48.0,10
626,42.666668,99.0,48.0,10
627,42.0,99.666664,48.0,10
628,43.0,99.0,48.333332,10
629,35.333332,100.0,48.0,10
630,35.0,100.0,48.333332,10
631,36.0,100.666664,48.0,10
632,37.0,100.666664,48.0,10
633,38.666668,100.0,48.0,10
634,38.0,100.666664,48.0,10
635,39.0,100.0,48.333332,10
636,40.0,100.0,48.333332,10
637,41.0,100.0,48.333332,10
638,22.0,81.333336,49.0,10
639,22.0,81.0,49.333332,10
640,23.0,81.0,49.333332,10
641,21.333334,82.0,49.0,10
642,22.666666,82.0,49.0,10
643,23.0,82.333336,49.0,10
644,23.0,82.0,49.333332,10
645,24.0,82.0,49.333332,10
646,61.0,82.333336,49.0,10
647,62.0,82.333336,49.0,10
648,63.0,82.333336,49.0,10
649,64.0,82.333336,49.0,10
650,64.0,82.0,49.333332,10
651,21.333334,83.0,49.0,10
652,23.666666,83.0,49.0,10
653,24.0,83.333336,49.0,10
654,24.0,83.0,49.333332,10
655,25.0,83.0,49.333332,10
656,60.333332,83.0,49.0,10
657,60.0,83.333336,49.0,10
658,60.0,83.0,49.333332,10
659,64.666664,83.0,49.0,10
660,64.0,83.666664,49.0,10
661,21.333334,84.0,49.0,10
662,24.666666,84.0,49.0,10
663,25.0,84.0,49.333332,10
664,26.0,84.0,49.333332,10
665,59.333332,84.0,49.0,10
666,59.0,84.333336,49.0,10
667,59.0,84.0,49.333332,10
668,63.666668,84.0,49.0,10
669,21.333334,85.0,49.0,10
670,24.666666,85.0,49.0,10
671,25.0,85.333336,49.0,10
672,25.0,85.0,49.333332,10
673,26.0,85.0,49.333332,10
674,57.0,85.333336,49.0,10
675,57.0,85.0,49.333332,10
676,58.333332,85.0,49.0,10
677,58.0,85.333336,49.0,10
678,58.0,85.0,49.333332,10
679,63.666668,85.0,49.0,10
680,63.0,85.666664,49.0,10
681,63.0,85.0,49.666668,10
682,21.333334,86.0,49.0,10
683,25.666666,86.0,49.0,10
684,26.0,86.0,49.333332,10
685,55.0,86.0,49.333332,10
686,56.333332,86.0,49.0,10
687,56.0,86.333336,49.0,10
688,56.0,86.0,49.333332,10
689,62.666668,86.0,49.0,10
690,62.0,86.666664,49.0,10
691,21.333334,87.0,49.0,10
692,25.666666,87.0,49.0,10
693,26.0,87.0,49.333332,10
694,54.0,87.333336,49.0,10
695,54.0,87.0,49.333332,10
696,55.333332,87.0,49.0,10
697,55.0,87.333336,49.0,10
698,55.0,87.0,49.333332,10
699,61.666668,87.0,49.0,10
700,61.0,87.666664,49.0,10
701,21.333334,88.0,49.0,10
702,25.666666,88.0,49.0,10
703,26.0,88.0,49.333332,10
704,53.333332,88.0,49.0,10
705,53.0,88.333336,49.0,10
706,53.0,88.0,49.333332,10
707,60.666668,88.0,49.0,10
708,60.0,88.666664,49.0,10
709,21.333334,89.0,49.0,10
710,25.666666,89.0,49.0,10
711,26.0,89.333336,49.0,10
712,26.0,89.0,49.333332,10
713,52.333332,89.0,49.0,10
714,52.0,89.333336,49.0,10
715,52.0,89.0,49.333332,10
716,59.666668,89.0,49.0,10
717,59.0,89.666664,49.0,10
718,21.333334,90.0,49.0,10
719,26.666666,90.0,49.0,10
720,27.0,90.333336,49.0,10
721,28.0,90.333336,49.0,10
722,31.0,90.333336,49.0,10
723,32.0,90.333336,49.0,10
724,33.0,90.333336,49.0,10
725,34.0,90.333336,49.0,10
726,35.0,90.333336,49.0,10
727,36.0,90.333336,49.0,10
728,37.0,90.333336,49.0,10
729,38.0,90.333336,49.0,10
730,51.333332,90.0,49.0,10
731,51.0,90.333336,49.0,10
732,51.0,90.0,49.333332,10
733,58.666668,90.0,49.0,10
734,58.0,90.666664,49.0,10
735,21.333334,91.0,49.0,10
736,22.0,91.666664,49.0,10
737,22.0,91.0,49.666668,10
738,28.666666,91.0,49.0,10
739,29.0,91.333336,49.0,10
740,30.333334,91.0,49.0,10
741,30.0,91.333336,49.0,10
742,31.0,91.0,49.666668,10
743,32.0,91.0,49.666668,10
744,33.0,91.0,49.666668,10
745,34.0,91.0,49.666668,10
746,35.0,91.0,49.666668,10
747,38.666668,91.0,49.0,10
748,39.0,91.333336,49.0,10
749,40.0,91.333336,49.0,10
750,41.0,91.333336,49.0,10
751,42.0,91.333336,49.0,10
752,43.0,91.333336,49.0,10
753,44.0,91.333336,49.0,10
754,45.0,91.333336,49.0,10
755,46.0,91.333336,49.0,10
756,47.0,91.333336,49.0,10
757,48.0,91.333336,49.0,10
758,49.0,91.333336,49.0,10
759,50.333332,91.0,49.0,10
760,50.0,91.333336,49.0,10
761,50.0,91.0,49.333332,10
762,57.666668,91.0,49.0,10
763,57.0,91.666664,49.0,10
764,22.333334,92.0,49.0,10
765,30.0,92.0,49.666668,10
766,31.0,92.0,49.666668,10
767,44.0,92.0,49.666668,10
768,56.666668,92.0,49.0,10
769,56.0,92.666664,49.0,10
770,22.333334,93.0,49.0,10
771,23.0,93.666664,49.0,10
772,23.0,93.0,49.666668,10
773,54.0,93.666664,49.0,10
774,55.666668,93.0,49.0,10
775,55.0,93.666664,49.0,10
776,23.333334,94.0,49.0,10
777,24.0,94.666664,49.0,10
778,53.666668,94.0,49.0,10
779,53.0,94.666664,49.0,10
780,24.333334,95.0,49.0,10
781,25.0,95.666664,49.0,10
782,51.0,95.666664,49.0,10
783,52.666668,95.0,49.0,10
784,52.0,95.666664,49.0,10
785,25.333334,96.0,49.0,10
786,26.0,96.666664,49.0,10
787,49.0,96.666664,49.0,10
788,50.666668,96.0,49.0,10
789,50.0,96.666664,49.0,10
790,26.333334,97.0,49.0,10
791,27.0,97.666664,49.0,10
792,28.0,97.666664,49.0,10
793,47.0,97.666664,49.0,10
794,48.666668,97.0,49.0,10
795,48.0,97.666664,49.0,10
796,28.333334,98.0,49.0,10
797,29.0,98.666664,49.0,10
798,30.0,98.666664,49.0,10
799,44.0,98.666664,49.0,10
800,45.0,98.666664,49.0,10
801,46.666668,98.0,49.0,10
802,46.0,98.666664,49.0,10
803,30.333334,99.0,49.0,10
804,31.0,99.666664,49.0,10
805,32.0,99.666664,49.0,10
806,33.0,99.666664,49.0,10
807,34.0,99.666664,49.0,10
808,42.0,99.666664,49.0,10
809,43.666668,99.0,49.0,10
810,43.0,99.666664,49.0,10
811,34.333332,100.0,49.0,10
812,34.0,100.0,49.333332,10
813,35.0,100.666664,49.0,10
814,36.0,100.666664,49.0,10
815,37.0,100.666664,49.0,10
816,38.0,100.666664,49.0,10
817,39.0,100.666664,49.0,10
818,40.0,100.666664,49.0,10
819,41.666668,100.0,49.0,10
820,41.0,100.666664,49.0,10
